File,Line,Column,Level,Category,Name,Warning,Suggestion,Note,CWEs,Context,Fingerprint
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_10.c,102,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_11.c,30,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_11.c,68,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_11.c,69,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_11.c,101,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_11.c,102,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,30,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,54,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,55,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,91,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,92,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,119,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_12.c,120,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_13.c,30,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_13.c,68,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_13.c,69,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_13.c,101,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_13.c,102,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_14.c,30,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_14.c,68,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_14.c,69,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_14.c,101,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_14.c,102,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_15.c,31,9,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,        wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_15.c,74,9,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,        wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_15.c,75,9,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,        wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_15.c,109,9,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,        wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_15.c,110,9,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,        wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_16.c,30,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_16.c,64,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_16.c,65,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_17.c,31,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_17.c,65,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_17.c,66,13,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,            wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_18.c,30,9,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,        wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_18.c,62,9,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,        wchar_t oldPassword[256];,7743056272c020d9cbac145e4dcb6729b76e5c37eea4e0b8cc4a683e919dd1f8
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_18.c,63,9,2,buffer,wchar_t,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)","Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length",,CWE-119!/CWE-120,        wchar_t newPassword[256];,136229da77c1473b2716fe9f3e91b8ceb9e232d68b76c83e6ea3d50f5744d544
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_01.c,33,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_01.c,61,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_01.c,66,13,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"        if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_02.c,35,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_02.c,72,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_02.c,77,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_02.c,105,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_02.c,110,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_03.c,35,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_03.c,72,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_03.c,77,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_03.c,105,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_03.c,110,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_04.c,41,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_04.c,78,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_04.c,83,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_04.c,111,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_04.c,116,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_05.c,41,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_05.c,78,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_05.c,83,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_05.c,111,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_05.c,116,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_06.c,40,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_06.c,77,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_06.c,82,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_06.c,110,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", oldPassword) != 1)",80732f091eccf4227450993460ea4fbac235f212ebf3c4a4e1220eed789326c6
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_06.c,115,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", newPassword) != 1)",711ceb093d4c38e8b104f5e21aa5cbe095c7fe8e17c67be69f73316568d3a3ae
/home/input/C/testcases/CWE620_Unverified_Password_Change/CWE620_Unverified_Password_Change__w32_07.c,40,17,1,buffer,fwscanf,It's unclear if the %s limit in the format string is small enough (CWE-120),"Check that the limit is sufficiently small, or use a different input function",,CWE-120,"            if (fwscanf(stdin, L""%255s"", myUserInfo.usri1003_password) != 1)",84b80b617e322c33a4e408bfde9d2f3475ebbe0db0618942047b728e4522d0c6
